Attribute	Label	Weight
word.prefix3:hör	I-LOC	0.431652
word.lower():ol	O	0.43164
word.lower():lasten	O	0.43162
word.prefix2:hö	I-LOC	0.43156
prev_word.lower():o.	O	0.431547
word.suffix3:ges	B-LOC	0.431364
word.prefix3:Bra	I-PER	0.431235
word.lower():grönn'ger	B-MISC	0.431047
word.wordshape():Xxxxx'xxx	B-MISC	0.431047
next_word.lower():gaoldgele	B-MISC	0.431047
word.lower():groutnis	O	0.430819
word.suffix3:tie	O	0.430601
word.suffix2:il	B-LOC	0.430399
word.lower():zweedse	B-MISC	0.430247
word.prefix3:Leg	B-ORG	0.42981
next_word.lower():gerdienen	B-MISC	0.429798
word.suffix3:tuk	I-MISC	0.429564
word.suffix2:rm	I-MISC	0.429232
word.prefix3:Rod	O	0.428809
word.lower():zuiken	O	0.428322
next_word.lower():dokter	B-LOC	0.427173
next_word.lower():kwiet	O	0.426117
next_word.lower():is	I-MISC	0.425688
word.lower():eersten	O	0.425268
word.lower():mannao	B-PER	0.424469
word.prefix3:Dam	B-MISC	0.424433
word.suffix2:ip	I-LOC	0.424103
next_word.lower():da's	O	0.423394
next_word.lower():heils	I-ORG	0.423365
word.suffix2:uk	B-LOC	0.423335
prev_word.lower():leger	I-ORG	0.423147
word.suffix3:aat	B-LOC	0.423058
word.prefix2:Te	I-ORG	0.423033
word.lower():hooiveld	B-PER	0.422779
word.prefix2:He	B-PER	0.42223
word.suffix2:et	B-PER	0.422203
word.lower():knaolster	O	0.421948
prev_word.lower():1918	O	0.421948
next_word.lower():lorelei	O	0.421948
word.lower():olle	B-MISC	0.421642
word.prefix2:Ba	B-LOC	0.421465
word.lower():aoljaors	B-MISC	0.421074
word.suffix3:ing	I-PER	0.421068
word.prefix3:Ter	B-LOC	0.420908
next_word.lower():geert	I-PER	0.420889
next_word.lower():iepman	I-PER	0.420864
word.prefix2:Da	B-LOC	0.420837
word.suffix3:In	B-MISC	0.420048
word.prefix3:In	B-MISC	0.420048
word.suffix3:ler	B-PER	0.419968
word.suffix2:ER	I-PER	0.419898
word.prefix3:Las	O	0.419498
prev_word.lower():personeele	O	0.419498
word.lower():bennink	I-PER	0.41937
next_word.lower():des	B-ORG	0.41908
word.lower():lurenz	I-PER	0.418993
word.prefix3:Lur	I-PER	0.418993
word.suffix2:In	B-MISC	0.418234
word.suffix2:en	O	0.418205
word.suffix2:ls	I-ORG	0.417972
word.suffix3:ier	B-PER	0.417885
word.lower():stumper	O	0.417676
word.lower():gedenkstuk	I-MISC	0.417209
prev_word.lower():houweliks	I-MISC	0.417209
word.lower():hollands	B-MISC	0.416612
word.prefix3:Vri	I-PER	0.416417
word.suffix3:nge	I-LOC	0.41575
prev_word.lower():t	B-MISC	0.415695
prev_word.lower():maor	B-LOC	0.415387
word.suffix3:de	I-MISC	0.414968
word.prefix3:de	I-MISC	0.414968
word.suffix3:enz	I-PER	0.414848
word.suffix2:nz	I-PER	0.414802
word.lower():treuzelen	O	0.414756
word.suffix2:en	B-LOC	0.414629
word.suffix3:ots	B-PER	0.41447
next_word.lower():?	B-MISC	0.414385
word.suffix2:ra	I-PER	0.414318
next_word.lower():meerten	B-PER	0.414202
word.suffix3:ide	O	0.414098
word.prefix2:'s	O	0.413964
word.prefix2:Ek	B-LOC	0.413865
word.lower():hörn	I-LOC	0.413845
next_word.lower():reerend	B-PER	0.413767
next_word.lower():dijt	O	0.413692
word.suffix3:ham	B-PER	0.413613
word.suffix2:ok	I-PER	0.413526
next_word.lower():noar	B-PER	0.4134
next_word.lower():boas	O	0.412614
word.lower():overiesel	B-LOC	0.412308
word.prefix3:Nik	O	0.412149
word.suffix3:lle	B-LOC	0.41198
word.lower():grônniger	B-MISC	0.411825
word.prefix3:Grô	B-MISC	0.411825
next_word.lower():pril	O	0.411751
next_word.lower():haitte	B-PER	0.411742
word.prefix3:dei	O	0.411593
word.lower():'s	O	0.411545
word.suffix3:'s	O	0.411545
word.prefix3:'s	O	0.411545
word.suffix3:die	O	0.411345
word.suffix2:r.	B-ORG	0.411051
word.lower():tj.	O	0.410533
word.suffix3:Tj.	O	0.410533
word.prefix3:Tj.	O	0.410533
word.prefix3:Bos	I-LOC	0.410474
word.suffix3:enz	B-LOC	0.410387
word.lower():bosch	I-LOC	0.410383
prev_word.lower():aandere	B-PER	0.410323
next_word.lower():was	B-MISC	0.410148
word.suffix2:nz	B-LOC	0.410061
word.lower():t	B-LOC	0.409759
word.suffix2:tê	O	0.409314
word.prefix3:Rêt	O	0.409314
word.prefix2:Rê	O	0.409314
next_word.lower()::	B-PER	0.409246
word.suffix2:gt	O	0.409155
word.lower():as	O	0.40894
word.prefix2:Fa	B-MISC	0.408916
word.suffix3:V.	O	0.408599
word.suffix2:V.	O	0.408599
word.prefix3:V.	O	0.408599
word.prefix2:V.	O	0.408599
prev_word.lower():moar	B-PER	0.408525
word.prefix3:Wet	O	0.40846
word.prefix2:pe	O	0.40844
word.wordshape():Xxxxxxxxxxxxx	B-MISC	0.407563
word.lower():fivelingoo	I-LOC	0.40735
word.suffix3:goo	I-LOC	0.40735
word.suffix3:uug	I-MISC	0.407292
next_word.lower():”	I-MISC	0.407258
prev_word.lower():ten	I-PER	0.407201
next_word.lower():willem	O	0.40711
word.lower():ketaaiertje	I-MISC	0.407101
next_word.lower():d'	B-LOC	0.406926
word.prefix2:Zi	I-LOC	0.4066
word.lower():;	O	0.406436
word.wordshape():;	O	0.406436
word.suffix3:;	O	0.406436
word.suffix2:;	O	0.406436
word.prefix3:;	O	0.406436
word.prefix2:;	O	0.406436
word.suffix3:gen	B-LOC	0.406193
word.lower():prins	O	0.405749
word.prefix2:Ol	B-LOC	0.405664
prev_word.lower():mevr.	B-PER	0.405505
prev_word.lower():gabaël	O	0.405491
word.suffix3:wad	I-LOC	0.404884
word.suffix3:ijt	B-PER	0.404788
word.suffix2:jt	B-PER	0.404788
next_word.lower():bie	B-LOC	0.404547
word.lower():over	O	0.404268
word.prefix3:wad	I-LOC	0.404045
word.suffix3:oor	I-ORG	0.404041
word.suffix2:ds	B-PER	0.403914
next_word.lower():heb	B-LOC	0.403789
word.suffix3:ing	B-ORG	0.403561
prev_word.lower():vervolgd	O	0.403225
next_word.lower():goan	B-PER	0.402789
prev_word.lower():t	I-PER	0.402632
word.wordshape():Xxx.	B-ORG	0.402481
prev_word.lower():nait	O	0.402344
word.lower():westfalen	B-LOC	0.402252
word.lower():april	O	0.401969
word.prefix3:Apr	O	0.401969
word.prefix2:Zö	O	0.401923
word.lower():kloaske	B-PER	0.401735
word.prefix3:Ket	I-MISC	0.401701
word.suffix3:els	O	0.401606
word.prefix3:Ram	B-LOC	0.40128
word.lower():lemoens	O	0.401031
word.lower():h.	I-PER	0.400903
word.suffix3:H.	I-PER	0.400903
word.prefix3:H.	I-PER	0.400903
word.lower():des	I-MISC	0.400879
word.prefix3:des	I-MISC	0.400689
word.prefix2:va	B-PER	0.40058
word.lower():hagedoorn	I-PER	0.400101
word.suffix3:ORN	I-PER	0.400101
word.prefix3:HAG	I-PER	0.400101
word.suffix2:ee	B-LOC	0.400066
prev_word.lower():uit	B-LOC	0.399874
next_word.lower():ging	O	0.399679
next_word.lower():er	O	0.399635
word.wordshape():'x	B-LOC	0.399361
word.lower():mientje	B-PER	0.399067
word.prefix2:Be	B-MISC	0.398793
word.lower():sieske	B-PER	0.398576
word.prefix3:Kun	O	0.398564
word.prefix3:Spi	B-PER	0.398227
prev_word.lower():stientje	B-PER	0.397594
next_word.lower():wer	B-PER	0.397583
prev_word.lower():haarten	I-PER	0.397366
word.lower():janske	B-PER	0.397308
word.lower():des	I-ORG	0.397006
word.suffix2:ne	B-ORG	0.396727
next_word.lower():kwam	B-LOC	0.396583
word.prefix3:des	I-ORG	0.396528
word.suffix2:RN	I-PER	0.396371
next_word.lower():h.	I-PER	0.395923
word.prefix3:Die	B-LOC	0.395754
word.prefix2:Az	B-PER	0.394285
prev_word.lower():mouk	B-PER	0.394264
word.prefix2:Le	B-PER	0.393791
word.suffix3:Dik	I-PER	0.393206
word.lower():grönnegers	B-MISC	0.392978
word.lower():typen	I-MISC	0.392851
word.prefix3:Typ	I-MISC	0.392851
prev_word.lower():klimt	O	0.392504
word.lower():dik	I-PER	0.392082
word.suffix2:ge	I-PER	0.391294
word.prefix3:Spa	O	0.391261
word.suffix3:oak	I-MISC	0.391069
word.prefix3:Sni	B-MISC	0.390962
word.suffix3:der	B-PER	0.390733
word.lower():excuus	O	0.390488
word.prefix3:Exc	O	0.390488
word.prefix2:Ex	O	0.390488
word.suffix3:eke	O	0.390445
word.lower():maart	I-MISC	0.390241
word.suffix3:des	I-MISC	0.39005
word.prefix3:All	O	0.389232
word.prefix2:d’	B-ORG	0.38907
word.prefix3:Wai	B-LOC	0.388651
word.prefix3:Sna	B-LOC	0.3881
word.prefix2:Pr	B-LOC	0.387731
word.lower():maaier	B-PER	0.387486
word.suffix2:de	B-LOC	0.386942
word.prefix3:Bai	O	0.386556
prev_word.lower():dikke	B-PER	0.386244
word.prefix3:Ges	B-PER	0.386022
word.lower():almelo	B-LOC	0.385964
word.suffix3:elo	B-LOC	0.385964
word.suffix2:lo	B-LOC	0.385964
word.prefix3:Leg	B-PER	0.384723
word.suffix3:lde	B-LOC	0.384698
prev_word.lower():,	B-ORG	0.38455
word.lower():van	I-MISC	0.384511
word.lower():haarm	I-MISC	0.384282
word.prefix3:Com	I-MISC	0.383934
word.suffix3:ies	O	0.383286
word.prefix3:Bes	O	0.383286
word.wordshape():XXXXXXXX	B-PER	0.383138
word.prefix3:Tan	O	0.383041
word.prefix2:Ni	B-ORG	0.382541
next_word.lower():regaiert	I-LOC	0.382455
word.suffix3:oer	B-PER	0.382067
word.prefix2:ze	B-MISC	0.382058
prev_word.lower():maakt	B-LOC	0.381735
word.lower():kouers	B-MISC	0.38143
word.lower():zwitserland	B-LOC	0.38061
next_word.lower():ouwerd	I-PER	0.380153
word.lower():dat	O	0.38014
word.lower():kastaanjeboom	O	0.379932
next_word.lower():vrij	B-LOC	0.379623
word.prefix3:Win	B-MISC	0.379448
prev_word.lower():t.	I-PER	0.379132
word.lower():sunderklaos	B-PER	0.378762
word.suffix2:un	O	0.378149
next_word.lower():g.	O	0.378147
word.wordshape():x'x	O	0.378112
word.lower():amen	O	0.378018
word.suffix3:Wad	I-LOC	0.377125
word.suffix3:aar	I-PER	0.376673
word.suffix3:IEP	I-PER	0.376447
word.suffix2:EP	I-PER	0.376447
word.prefix3:GRI	I-PER	0.376447
prev_word.lower():nikl.	I-PER	0.376447
word.lower():ja	O	0.375909
next_word.lower():dam	B-PER	0.375892
word.suffix3:tje	O	0.375874
word.lower():grönnens	B-MISC	0.375783
next_word.lower():dij	B-PER	0.375731
prev_word.lower():lewe	I-PER	0.375696
word.lower():zoo	O	0.375693
prev_word.lower():eerste	O	0.375577
word.suffix3:ize	B-MISC	0.375332
word.suffix3:org	B-LOC	0.375224
word.lower():'t	O	0.374515
word.prefix3:Dri	B-LOC	0.374217
word.suffix3:ent	O	0.374169
word.suffix3:ikt	O	0.373565
word.suffix2:lk	I-MISC	0.373514
word.lower():mekkelnbörg	B-LOC	0.373484
word.wordshape():X	I-LOC	0.373475
word.suffix2:of	B-PER	0.3724
word.prefix3:Sch	I-PER	0.371695
word.prefix2:Sc	I-PER	0.371695
word.suffix2:nk	O	0.371628
word.prefix3:Sno	O	0.371413
next_word.lower():veul	I-MISC	0.37125
word.lower():pardon	O	0.371208
word.lower():zoaterdaag	O	0.371062
word.suffix2:gt	B-LOC	0.370836
prev_word.lower():de	B-MISC	0.370763
word.prefix2:in	O	0.370077
word.prefix3:Won	O	0.370068
word.lower():ander	O	0.370017
next_word.lower():bruggencoate	I-PER	0.369923
word.prefix3:Zum	O	0.369902
word.lower():laimnheer	O	0.369629
word.lower():jansen	B-PER	0.369525
word.lower():leermeester	O	0.369514
prev_word.lower():is	B-ORG	0.369482
word.suffix3:eer	B-LOC	0.369273
word.suffix3:wet	O	0.36905
word.lower():appeldoorn	B-LOC	0.368672
word.suffix3:unt	B-PER	0.368658
word.prefix2:Vr	I-ORG	0.368648
word.lower():delsiel	B-LOC	0.368296
word.lower():piepke	I-PER	0.368154
word.prefix3:Van	O	0.36806
word.suffix3:eer	I-LOC	0.367959
word.prefix2:GR	I-PER	0.367703
word.suffix3:nes	B-MISC	0.367467
word.prefix2:Fi	B-MISC	0.367284
word.lower():griep	I-PER	0.367266
word.lower():hemel	B-LOC	0.367165
word.lower():fabrikoat	I-MISC	0.367125
word.prefix3:Fab	I-MISC	0.367125
prev_word.lower():inlands	I-MISC	0.367125
word.suffix3:hen	B-PER	0.366915
word.lower():moandag	O	0.366756
word.prefix3:Kli	O	0.366219
word.suffix3:nen	B-MISC	0.365937
word.lower():elkenaine	O	0.365761
word.prefix3:Doa	O	0.365256
next_word.lower():loug	O	0.365251
word.prefix3:Gai	O	0.36523
prev_word.lower():te	B-LOC	0.364761
prev_word.lower():’	O	0.364511
word.prefix2:Tu	I-PER	0.364502
prev_word.lower():mevr.	I-PER	0.364079
next_word.lower():dam	I-PER	0.363676
prev_word.isdigit()	O	0.363601
word.lower():tante	O	0.36321
prev_word.lower():ploats	O	0.363179
word.prefix2:vi	B-MISC	0.36313
word.suffix2:ng	B-MISC	0.363073
word.lower():au	B-ORG	0.362962
word.suffix3:Au	B-ORG	0.362962
word.suffix2:Au	B-ORG	0.362962
word.prefix3:Au	B-ORG	0.362962
word.suffix3:T	B-PER	0.362956
word.suffix2:T	B-PER	0.362956
word.prefix3:T	B-PER	0.362956
word.prefix2:T	B-PER	0.362956
next_word.lower():bon	B-ORG	0.36293
word.suffix3:doa	B-LOC	0.362888
word.suffix3:oon	O	0.362374
word.suffix3:den	O	0.36231
word.prefix2:Pe	I-LOC	0.362193
word.suffix3:wam	O	0.362187
next_word.lower():main	O	0.361826
word.prefix2:Ty	I-MISC	0.361385
word.lower():draankie	O	0.361175
word.lower():krigt	O	0.361101
word.suffix3:ind	O	0.360834
word.lower():teunt	B-PER	0.360469
word.lower():25	B-MISC	0.360219
word.suffix3:25	B-MISC	0.360219
word.suffix2:25	B-MISC	0.360219
word.prefix3:25	B-MISC	0.360219
word.prefix2:25	B-MISC	0.359712
prev_word.lower():aarme	O	0.359559
next_word.lower():dee	B-PER	0.359324
word.suffix2:rn	I-MISC	0.359184
prev_word.lower():tiggeloar	B-PER	0.359156
word.suffix3:ide	B-MISC	0.358574
word.lower():rietemoa's	B-MISC	0.358531
word.wordshape():Xxxxxxxx'x	B-MISC	0.358531
word.lower():boordjes	O	0.358516
next_word.lower():doar	O	0.358507
prev_word.lower():kop	O	0.358474
prev_word.lower():'t	O	0.35844
word.prefix2:Zu	B-MISC	0.358023
word.lower():bouwmantje	O	0.357934
next_word.lower():vaok	O	0.357651
word.prefix2:Co	I-MISC	0.357267
word.prefix3:Mek	B-LOC	0.357265
word.prefix3:Beu	I-PER	0.356943
word.suffix3:ven	I-ORG	0.356679
word.suffix2:at	B-LOC	0.356631
word.wordshape():Xxx	I-ORG	0.356614
word.lower():froukje	B-PER	0.356274
word.prefix3:Fro	B-PER	0.356274
prev_word.lower():din	B-MISC	0.356224
word.lower():s.	B-PER	0.355944
word.suffix3:S.	B-PER	0.355944
word.suffix2:S.	B-PER	0.355944
word.prefix3:S.	B-PER	0.355944
word.prefix2:S.	B-PER	0.355944
next_word.lower():jensema	B-PER	0.355944
word.prefix3:Man	I-ORG	0.355713
word.lower():oosten	O	0.354879
word.prefix2:Ho	B-LOC	0.354823
word.prefix2:To	B-PER	0.354809
word.lower():pinkhof	B-PER	0.354714
word.prefix2:Fa	I-MISC	0.354689
word.lower():staarke	O	0.354464
word.prefix3:Boo	O	0.354067
prev_word.lower():oethoester	I-LOC	0.354065
word.suffix3:des	I-ORG	0.353992
word.lower():drinte	B-LOC	0.35297
word.suffix2:ck	B-LOC	0.352849
prev_word.lower():tou	B-LOC	0.352642
word.lower():mannenkoor	I-ORG	0.35247
prev_word.lower():isr.	I-ORG	0.35247
next_word.lower():hom	O	0.352157
word.prefix2:be	I-PER	0.351889
word.prefix3:Kra	B-PER	0.351287
word.lower():suisse	B-PER	0.350798
word.prefix3:Sui	B-PER	0.350798
word.suffix3:Ol	O	0.350676
word.suffix2:Ol	O	0.350676
word.prefix3:Ol	O	0.350676
prev_word.lower():van	B-ORG	0.349924
word.lower():hij	O	0.348525
next_word.lower():wazzen	O	0.34839
word.suffix3:aai	I-MISC	0.348349
word.wordshape():XXXXX	I-MISC	0.3478
word.lower():teis	I-LOC	0.347725
word.prefix3:Tei	I-LOC	0.347725
prev_word.lower():van	B-LOC	0.347659
prev_word.lower():tieden	O	0.347655
prev_word.lower():luken	I-PER	0.347569
prev_word.lower():noorden	O	0.347289
word.wordshape():xxxx'x	O	0.347135
word.prefix3:Ged	I-MISC	0.346827
word.suffix3:eis	I-LOC	0.346153
word.lower():eerste	O	0.345842
word.lower():grunnen	I-ORG	0.345806
word.prefix3:Zun	O	0.34541
next_word.lower():din	I-MISC	0.344993
word.lower():geerts	B-PER	0.3445
word.suffix2:tz	B-PER	0.344301
word.lower():lijnao	I-PER	0.343916
word.suffix3:ris	B-LOC	0.343854
word.prefix2:He	I-ORG	0.343335
word.lower():raopzaod	O	0.343327
word.lower():zeevoart	O	0.343191
word.suffix3:ans	I-PER	0.342493
word.lower():kon	O	0.342417
word.prefix3:Veu	O	0.34177
word.suffix3:zer	O	0.34172
word.suffix3:Hij	O	0.341665
word.lower():kaizer	O	0.341526
word.suffix3:iek	I-LOC	0.341003
word.lower():nou	O	0.340922
next_word.lower():as	B-MISC	0.340914
word.suffix3:ijs	B-LOC	0.340609
word.suffix2:js	B-LOC	0.340609
word.lower():hòllands	B-MISC	0.340562
word.suffix3:ets	B-MISC	0.3405
word.lower():sloepsteertend	O	0.340418
word.prefix2:Di	O	0.340325
next_word.lower():nog	B-LOC	0.340248
word.suffix3:sse	B-PER	0.340103
word.prefix2:Au	B-ORG	0.339769
prev_word.lower():g.	I-MISC	0.339081
word.suffix3:ant	O	0.338817
word.prefix3:Ben	I-PER	0.338603
word.suffix2:ch	I-PER	0.33831
word.suffix3:orn	B-LOC	0.338272
word.prefix2:Sm	B-LOC	0.337879
prev_word.lower():gouie	I-MISC	0.337129
next_word.lower():vlugt	B-PER	0.336729
word.suffix3:ink	I-PER	0.336431
word.suffix3:res	O	0.336147
word.prefix2:Da	I-PER	0.335894
word.prefix3:Rao	O	0.33561
word.prefix3:Gao	O	0.335549
word.lower():steernkieker	O	0.335121
next_word.lower():welmout	I-PER	0.335006
word.prefix2:Wi	I-PER	0.334781
next_word.lower():greep	B-PER	0.334206
word.suffix3:her	B-MISC	0.334069
next_word.lower():allerdeegs	B-PER	0.333967
word.prefix2:ve	O	0.333382
word.prefix3:Lij	I-PER	0.333378
word.suffix3:nes	B-PER	0.333291
word.suffix3:tus	B-MISC	0.33301
word.suffix3:nze	B-PER	0.332996
word.lower():ruzze	B-MISC	0.332481
next_word.lower():opstaand	B-MISC	0.332481
word.prefix2:Do	B-ORG	0.332397
word.prefix3:Aol	B-MISC	0.332367
word.prefix3:het	I-PER	0.332234
word.lower():allgemeine	B-ORG	0.332053
next_word.lower():plattdütsche	B-ORG	0.332053
word.lower():juffrau	O	0.331943
word.lower():ruzzen	B-MISC	0.331364
word.lower():der	O	0.331356
word.prefix3:Zee	O	0.331072
word.prefix3:Kon	O	0.330359
eos	I-MISC	0.330243
next_word.punct	I-PER	0.330038
word.suffix3:rde	B-MISC	0.329895
next_word.lower():kroop	B-PER	0.32968
word.prefix3:Gru	B-MISC	0.329249
word.prefix3:Mid	B-LOC	0.329147
word.lower():januari	I-MISC	0.328112
word.suffix3:ari	I-MISC	0.328112
word.prefix3:Slo	O	0.328022
word.prefix3:Maa	I-ORG	0.327948
prev_word.lower():tobias	O	0.32765
word.lower():mariao	I-MISC	0.327564
next_word.lower():sophiao	I-MISC	0.327564
prev_word.lower():20	I-MISC	0.327559
prev_word.lower():annao	I-MISC	0.327418
word.suffix2:ik	B-LOC	0.32738
word.prefix3:Ied	O	0.327356
word.suffix2:ri	I-MISC	0.326504
word.lower():jonges	O	0.326382
word.lower():jampies	B-PER	0.326373
word.suffix3:olt	O	0.326044
word.lower():evers	B-PER	0.325892
word.lower():maai	I-MISC	0.325753
prev_word.lower():28	I-MISC	0.325753
word.wordshape():Xxxxxxxxxxxxx	B-LOC	0.325451
word.prefix3:Bat	B-MISC	0.324984
prev_word.lower():van	I-ORG	0.32492
word.suffix2:rd	B-PER	0.324637
next_word.lower():dikke	O	0.324636
word.suffix2:ge	I-LOC	0.324355
word.lower():achteraan	O	0.324224
word.prefix2:Kl	B-ORG	0.32362
prev_word.lower():faarmsom	O	0.323579
word.lower():ieder	O	0.323006
next_word.lower():1922	I-MISC	0.3229
word.prefix2:PI	I-PER	0.322866
word.lower():wees	O	0.322714
word.prefix2:kw	O	0.322535
word.lower():dikkens	I-PER	0.322426
word.suffix2:ke	B-MISC	0.32236
word.prefix3:mee	O	0.321979
next_word.lower():lacht	B-PER	0.321565
word.prefix3:Ann	B-PER	0.32131
word.lower():mij	I-LOC	0.321084
word.suffix3:nao	B-MISC	0.320556
word.lower():zundagmörgens	B-MISC	0.320345
word.suffix3:De	B-ORG	0.320309
word.suffix2:De	B-ORG	0.320309
word.prefix3:De	B-ORG	0.320309
word.prefix3:Smi	B-LOC	0.320304
word.prefix3:pro	O	0.32016
word.prefix3:Vis	O	0.31998
word.prefix3:Ged	B-LOC	0.319726
prev_word.lower():vruig	B-PER	0.319676
prev_word.lower():!	O	0.319668
next_word.lower():dat	O	0.319547
word.prefix2:Ou	I-PER	0.3191
word.lower():lube	B-PER	0.319095
word.lower():ten	I-PER	0.318972
next_word.lower():zwier	B-MISC	0.318225
word.lower():oavonds	O	0.318142
prev_word.lower():et	O	0.318059
word.suffix3:lad	O	0.317977
word.prefix3:Grö	I-ORG	0.317949
word.lower():jais	B-PER	0.317884
word.suffix3:aus	B-PER	0.317828
word.prefix2:'n	B-MISC	0.31749
prev_word.lower():bruier	B-PER	0.317334
next_word.lower():wor	O	0.317211
word.prefix2:Ho	I-LOC	0.316874
word.suffix3:'n	B-MISC	0.316064
word.prefix3:'n	B-MISC	0.316064
word.lower():labora	O	0.315953
word.prefix3:Lab	O	0.315953
word.lower():joager	O	0.315902
word.lower():augustusfeesten	O	0.315857
word.suffix2:uk	I-MISC	0.315495
prev_word.lower():schoot	B-PER	0.315367
word.suffix3:PKE	I-PER	0.315279
word.prefix3:PIE	I-PER	0.315279
word.lower():nikl.	B-PER	0.315234
word.wordshape():XXXX.	B-PER	0.315234
word.suffix3:KL.	B-PER	0.315234
word.prefix3:NIK	B-PER	0.315234
word.prefix2:NI	B-PER	0.315234
word.prefix3:Tro	O	0.315033
word.prefix3:Haa	I-PER	0.314171
word.suffix3:mus	B-MISC	0.313703
word.lower():marne	O	0.313671
word.prefix2:di	I-MISC	0.313335
next_word.lower():griep	B-PER	0.313126
word.prefix3:Ame	O	0.313009
word.prefix3:All	B-ORG	0.312563
word.suffix3:ten	I-MISC	0.312551
prev_word.lower():ais	O	0.312509
prev_word.lower():twijoogje	O	0.312239
word.wordshape():XXX	B-MISC	0.312014
word.suffix3:rne	O	0.31181
word.suffix2:ij	B-LOC	0.311336
next_word.lower():rietuug	B-MISC	0.310739
word.lower():pzn	O	0.310725
word.suffix3:Pzn	O	0.310725
prev_word.lower():trok	B-PER	0.310689
word.prefix3:Loo	B-LOC	0.310143
word.suffix3:Ten	I-PER	0.309613
word.prefix3:Ten	I-PER	0.309613
word.lower():ootje	O	0.309567
word.prefix3:Oot	O	0.309567
next_word.lower():dankboar	O	0.309372
prev_word.lower():eerder	O	0.309346
prev_word.lower():haarm	B-PER	0.309167
word.prefix3:maa	I-MISC	0.309092
word.prefix3:Fri	B-LOC	0.30898
word.prefix2:Is	B-LOC	0.308724
word.lower():kepiddel	O	0.308617
next_word.lower():op	B-ORG	0.308446
word.prefix2:st	I-MISC	0.308343
word.prefix3:Mee	B-PER	0.308267
word.prefix3:Kop	O	0.307841
word.lower():1922	I-MISC	0.307393
word.suffix3:922	I-MISC	0.307393
word.suffix2:22	I-MISC	0.307393
word.prefix3:192	I-MISC	0.307393
word.lower():gelijck	O	0.307241
word.suffix3:jck	O	0.307241
word.suffix3:ube	B-PER	0.30692
word.lower():peiter	B-PER	0.306771
word.prefix3:Pei	B-PER	0.306771
word.prefix3:App	B-LOC	0.306645
word.prefix3:Hoe	I-PER	0.306379
word.lower():boekou	I-PER	0.306132
word.lower():joar	O	0.305166
word.suffix3:kou	I-PER	0.304264
prev_word.lower():dee	B-MISC	0.304246
word.suffix3:ele	B-LOC	0.303901
word.suffix2:ld	O	0.303766
word.lower():grönneger	I-ORG	0.303751
word.suffix2:id	B-LOC	0.303486
word.suffix2:ze	B-MISC	0.303464
next_word.lower():ais	B-MISC	0.303072
prev_word.lower():,	B-PER	0.302946
word.prefix3:Hòl	B-MISC	0.302515
word.prefix2:Hò	B-MISC	0.302515
word.lower():ssstt	O	0.302282
word.suffix3:stt	O	0.302282
word.prefix3:Hoo	I-LOC	0.30221
word.suffix3:EN	O	0.302052
word.prefix3:EN	O	0.302052
word.prefix2:EN	O	0.302052
word.prefix3:Zwi	B-LOC	0.30203
next_word.lower():van	B-MISC	0.30192
word.prefix2:La	O	0.301626
word.prefix3:Jan	I-MISC	0.301411
next_word.lower():zien	B-MISC	0.301071
word.lower():meschien	O	0.300959
word.suffix3:Dat	O	0.300656
word.prefix3:van	I-ORG	0.300413
word.lower():groningse	B-MISC	0.300362
word.suffix2:ël	B-LOC	0.300359
next_word.lower():meulenpad	B-LOC	0.300346
word.prefix2:Ke	I-MISC	0.300204
next_word.lower():namen	B-MISC	0.300096
word.lower():erkenden	O	0.299812
word.prefix3:Erk	O	0.299812
word.prefix2:Er	O	0.299812
prev_word.lower():curatoren	O	0.299812
next_word.lower():lasten	O	0.299544
word.suffix3:nke	O	0.299263
next_word.lower():aovend	B-MISC	0.299172
word.lower():proaten	O	0.298934
next_word.lower():,	I-ORG	0.298811
prev_word.lower():woar	O	0.298683
word.suffix3:ait	B-PER	0.298597
word.lower():twaalf	B-MISC	0.298496
word.prefix2:Mo	I-MISC	0.298444
word.prefix3:Sss	O	0.298414
word.prefix2:Ss	O	0.298414
prev_word.lower():andere	B-MISC	0.298178
word.suffix2:lf	B-PER	0.29814
prev_word.lower():ter	I-PER	0.298111
word.lower():in	B-MISC	0.298036
word.prefix3:Dat	O	0.297856
word.lower():zudelwet	O	0.297815
word.lower():binn'	O	0.29772
word.wordshape():Xxxx'	O	0.29772
word.suffix3:nn'	O	0.29772
next_word.lower():zulf	I-PER	0.297538
word.lower():grönneger	B-MISC	0.29747
word.prefix2:Po	I-MISC	0.296887
word.lower():haarst	O	0.296668
word.lower():jonker	I-PER	0.295445
word.suffix2:je	O	0.295267
word.suffix3:Bon	I-ORG	0.295101
prev_word.lower():au	I-ORG	0.295101
next_word.lower():marché	I-ORG	0.295101
word.prefix2:As	B-MISC	0.29509
word.lower():bon	I-ORG	0.295071
word.suffix3:ter	I-PER	0.293868
prev_word.lower():paor	B-PER	0.293661
prev_word.lower():grönneger	I-ORG	0.293598
word.lower():brokkenhoes	O	0.293168
word.prefix3:Bro	O	0.293168
word.suffix3:ait	O	0.293158
next_word.lower():en	I-ORG	0.292775
word.prefix3:Spr	B-PER	0.29271
next_word.lower():bere	I-PER	0.292604
word.suffix3:Mij	I-LOC	0.292525
word.prefix3:Mij	I-LOC	0.292525
word.lower():doomnie	B-ORG	0.292088
word.lower():nüszler	I-PER	0.292035
word.prefix3:Nüs	I-PER	0.292035
word.prefix2:Nü	I-PER	0.292035
