Attribute	Label	Weight
word.suffix3:doa	B-LOC	0.363569
word.suffix2:gt	O	0.363344
prev_word.lower():begon	B-PER	0.362693
prev_word.lower():aandere	B-PER	0.362605
word.suffix2:ch	I-PER	0.362507
word.suffix3:'n	B-MISC	0.362329
word.prefix3:'n	B-MISC	0.362329
word.prefix2:wi	O	0.36193
word.prefix3:Kou	B-LOC	0.361874
word.lower():zwolle	B-LOC	0.361713
word.suffix3:aat	B-LOC	0.361564
word.lower():lube	B-PER	0.361526
next_word.lower():bie	B-LOC	0.360946
next_word.isdigit()	I-MISC	0.360807
next_word.lower():verder	B-LOC	0.360739
word.prefix2:Go	O	0.360346
prev_word.lower():bij	B-PER	0.360174
word.prefix3:Vel	O	0.360058
word.prefix3:Dri	B-LOC	0.359589
word.prefix2:Az	B-PER	0.359296
word.prefix3:Par	O	0.358746
word.prefix2:Ru	I-PER	0.358609
word.prefix3:wee	O	0.358577
next_word.lower():da's	O	0.358529
word.suffix3:oor	I-ORG	0.358503
word.lower():ezinge	I-LOC	0.35818
word.prefix3:Ezi	I-LOC	0.35818
prev_word.lower():aizen	I-LOC	0.35818
word.prefix3:Vri	I-PER	0.358048
word.prefix2:la	I-LOC	0.357982
next_word.lower():28	B-MISC	0.357715
word.prefix2:Fi	B-MISC	0.357565
word.lower():hollander	B-MISC	0.35751
word.suffix3:els	O	0.357492
next_word.lower():zien	I-PER	0.357398
word.prefix3:Kun	O	0.357164
word.suffix3:ing	I-PER	0.356691
prev_word.lower():laid	O	0.356578
next_word.lower():beden	I-PER	0.356532
word.prefix2:Ez	I-LOC	0.356485
word.suffix3:ind	O	0.356445
word.suffix3:ter	I-PER	0.35632
next_word.lower():woordn	O	0.356184
word.prefix3:ZUN	O	0.356096
word.prefix2:ZU	O	0.356096
next_word.lower():des	B-MISC	0.35606
word.lower():grönnegers	B-MISC	0.355919
prev_word.lower():plaatje	B-PER	0.355781
word.lower():barnstörper	B-MISC	0.355737
word.suffix3:tie	B-ORG	0.355245
word.prefix2:Ek	B-LOC	0.35503
word.lower():tj.	O	0.355009
word.suffix3:Tj.	O	0.355009
word.prefix3:Tj.	O	0.355009
word.lower():grunneger	B-ORG	0.354908
word.lower():mannao	B-PER	0.354702
word.prefix2:GR	I-PER	0.354701
word.suffix2:nk	O	0.353925
word.prefix3:Aal	B-PER	0.353626
word.lower():sunderklaos	B-PER	0.353561
word.suffix3:per	B-MISC	0.353392
word.suffix3:orn	B-LOC	0.352857
next_word.lower():haitte	B-PER	0.352651
word.prefix2:Da	I-LOC	0.352229
word.lower():zoaterdag	B-MISC	0.351861
word.lower():des	I-ORG	0.351804
next_word.lower():vrij	B-LOC	0.351545
word.suffix3:ube	B-PER	0.351475
word.prefix2:d’	B-ORG	0.350855
word.lower():gedenkstuk	I-MISC	0.350666
prev_word.lower():houweliks	I-MISC	0.350666
word.wordshape():Xxxxxxx	I-MISC	0.350439
word.prefix3:Bos	I-LOC	0.350369
word.lower():bosch	I-LOC	0.350316
word.suffix2:ck	B-LOC	0.350314
word.suffix3:EN	O	0.350293
word.prefix3:EN	O	0.350293
word.prefix2:EN	O	0.350293
prev_word.lower():kwam	B-PER	0.350228
word.lower():baarber	B-PER	0.35021
word.lower():treuzelen	O	0.350109
word.lower():zwitserland	B-LOC	0.350028
word.prefix3:Haa	I-PER	0.349862
prev_word.lower():maakt	B-LOC	0.349799
word.suffix2:tê	O	0.349297
word.prefix3:Rêt	O	0.349297
word.prefix2:Rê	O	0.349297
word.prefix2:Te	I-ORG	0.349024
word.suffix3:tie	O	0.348766
word.lower():zweedse	B-MISC	0.348501
word.suffix2:rd	B-ORG	0.348426
word.prefix2:Ba	B-LOC	0.348364
next_word.lower():gerdienen	B-MISC	0.347683
next_word.lower():joe	I-PER	0.347567
word.suffix2:jn	B-LOC	0.347441
word.suffix2:ik	B-LOC	0.347136
word.lower():aarfgoed	O	0.346694
word.wordshape():x'x	O	0.346657
word.lower():aans	O	0.345969
word.lower():modèrn	O	0.34575
word.suffix3:èrn	O	0.34575
word.suffix2:r.	B-ORG	0.345559
word.suffix3:org	B-LOC	0.345271
word.prefix3:Mod	O	0.345128
word.prefix2:di	I-MISC	0.344913
word.suffix2:ve	O	0.344889
word.prefix3:Zwe	B-MISC	0.344808
word.lower():ruzzen	B-MISC	0.344808
word.prefix3:Zie	I-LOC	0.344507
word.wordshape():Xxx.	B-ORG	0.3445
word.prefix2:Zu	B-MISC	0.34443
word.prefix2:Ni	B-ORG	0.344062
word.suffix3:ets	B-MISC	0.344004
prev_word.lower():bruier	B-PER	0.343638
word.suffix2:ra	I-PER	0.343486
word.suffix3:ker	B-MISC	0.343165
word.lower():mevr.	B-PER	0.3431
word.suffix3:vr.	B-PER	0.3431
word.lower():mannenkoor	I-ORG	0.342999
prev_word.lower():isr.	I-ORG	0.342999
word.suffix3:ijn	B-LOC	0.34297
word.lower():grönn'ger	B-MISC	0.342641
word.wordshape():Xxxxx'xxx	B-MISC	0.342641
next_word.lower():gaoldgele	B-MISC	0.342641
word.lower():koolzaod	O	0.342543
prev_word.lower():'	B-PER	0.342498
word.prefix3:Doa	O	0.342184
next_word.lower():komen	B-LOC	0.342141
word.lower():bataoviao	B-LOC	0.342019
word.lower():ruzze	B-MISC	0.341916
next_word.lower():opstaand	B-MISC	0.341916
word.lower():zeevoart	O	0.341629
word.lower():hagedoorn	I-PER	0.341472
word.suffix3:ORN	I-PER	0.341472
word.prefix3:HAG	I-PER	0.341472
word.prefix3:Voa	O	0.341404
word.lower():moandag	O	0.341335
word.prefix3:Ter	B-LOC	0.340932
prev_word.lower():en	B-PER	0.340628
word.lower():nou	O	0.340556
word.suffix3:de	I-MISC	0.340182
word.prefix3:de	I-MISC	0.340182
word.suffix3:nes	B-PER	0.340085
word.prefix3:Grö	I-ORG	0.339315
prev_word.lower():te	I-PER	0.339107
word.prefix3:waa	O	0.338827
word.lower():rodoagen	O	0.33875
word.lower():ketaaiertje	I-MISC	0.338731
word.lower():sunner	B-PER	0.338242
word.suffix3:res	I-MISC	0.338172
next_word.lower():”	I-MISC	0.337586
word.prefix2:He	I-ORG	0.337561
word.lower():kasper	B-PER	0.337189
next_word.lower():wer	B-PER	0.337168
prev_word.lower():bie	B-ORG	0.337019
word.suffix3:ans	I-PER	0.336658
word.suffix3:in	I-PER	0.336584
word.prefix3:in	I-PER	0.336584
next_word.lower():d'	B-LOC	0.336453
next_word.lower():west	O	0.33636
word.lower():buremoa	B-PER	0.336176
word.prefix3:Bur	B-PER	0.336176
word.suffix3:Ol	O	0.336172
word.suffix2:Ol	O	0.336172
word.prefix3:Ol	O	0.336172
word.prefix2:Zi	I-LOC	0.336149
word.lower():hemel	B-LOC	0.336116
word.prefix3:Wil	B-ORG	0.335851
prev_word.lower():okken	O	0.335494
word.suffix2:ij	B-LOC	0.335311
prev_word.lower():kop	O	0.334961
prev_word.lower():tegen	O	0.334318
word.lower():zwijg	O	0.334072
word.suffix3:ijg	O	0.334072
word.suffix2:jg	O	0.334072
word.lower():au	B-ORG	0.333958
word.suffix3:Au	B-ORG	0.333958
word.suffix2:Au	B-ORG	0.333958
word.prefix3:Au	B-ORG	0.333958
next_word.lower():bon	B-ORG	0.333944
next_word.lower():main	O	0.333759
prev_word.lower():maor	B-LOC	0.333505
next_word.lower():boven	I-MISC	0.333286
word.prefix3:Zee	O	0.332889
word.wordshape():xxxxxxxxxxxxxxxx	O	0.332859
word.prefix3:des	I-ORG	0.332858
word.prefix3:Fiv	I-LOC	0.332757
word.prefix3:Nou	O	0.332423
next_word.lower():bruggencoate	I-PER	0.332291
word.prefix3:Rus	O	0.332043
word.lower():kraak	B-PER	0.331956
word.lower():grunneger	B-MISC	0.331858
word.prefix2:st	I-LOC	0.331252
word.suffix3:lde	B-LOC	0.330966
word.prefix3:Gaa	O	0.3309
word.lower():pardon	O	0.330857
word.prefix3:Dat	O	0.330659
word.prefix3:Ben	O	0.330529
word.lower():tuunen	I-PER	0.330514
word.prefix3:Tuu	I-PER	0.330514
word.suffix3:tuk	I-MISC	0.330235
word.lower():meer	O	0.330225
word.suffix3:der	I-MISC	0.329737
prev_word.lower():'n	I-MISC	0.329313
word.prefix3:Bes	B-MISC	0.329235
word.prefix3:Bak	B-PER	0.329175
prev_word.lower():vrij	B-MISC	0.329009
next_word.lower():maart	B-LOC	0.328885
word.lower():mit	O	0.32868
word.prefix3:See	B-PER	0.328666
prev_word.lower():vruig	B-PER	0.328631
word.suffix2:RN	I-PER	0.328477
word.prefix3:d’s	O	0.328442
word.prefix3:Won	O	0.328405
word.suffix3:die	O	0.328081
word.prefix3:Ket	I-MISC	0.32778
prev_word.lower():'t	O	0.327342
word.lower():25	B-MISC	0.327087
word.suffix3:25	B-MISC	0.327087
word.suffix2:25	B-MISC	0.327087
word.prefix3:25	B-MISC	0.327087
word.suffix2:or	I-ORG	0.326782
word.prefix3:Kri	O	0.326701
next_word.lower():heurden	B-LOC	0.326498
word.prefix3:Mid	B-LOC	0.326402
word.suffix3:'n	B-LOC	0.326287
word.prefix3:'n	B-LOC	0.326287
word.lower():grönneger	I-ORG	0.326181
word.wordshape():Xxx	I-ORG	0.32616
word.prefix2:Wi	I-PER	0.326082
word.prefix2:'n	B-LOC	0.325834
next_word.lower():kerel	O	0.325732
prev_word.lower():vervolgd	O	0.325591
word.suffix2:lk	I-MISC	0.325451
word.prefix3:Tan	O	0.325357
word.prefix3:Hoo	I-LOC	0.325356
word.lower():'n	B-LOC	0.325299
word.prefix2:vi	B-MISC	0.325288
word.prefix3:Com	I-MISC	0.325013
word.lower():april	O	0.324904
word.prefix3:Apr	O	0.324904
word.lower():haar	O	0.324622
next_word.lower():dij	B-PER	0.324424
next_word.lower():uut	B-PER	0.324123
word.suffix3:tus	B-MISC	0.323332
next_word.lower():kroop	B-PER	0.322773
prev_word.lower():mevr.	I-PER	0.322649
word.lower():hoogduuts	B-MISC	0.322468
next_word.lower():dam	I-PER	0.32244
prev_word.lower():hooge	O	0.32242
word.lower():antje	B-PER	0.322368
word.prefix3:Ant	B-PER	0.322368
word.suffix3:ven	I-ORG	0.322137
prev_word.lower():nanne	I-PER	0.322125
word.suffix2:or	B-MISC	0.321938
word.lower():dan	O	0.32175
next_word.lower():stelde	B-PER	0.321555
prev_word.lower():tjoard	O	0.321398
word.lower():des	I-MISC	0.320844
word.lower():tante	O	0.320835
word.suffix3:oak	I-MISC	0.32071
word.suffix3:wet	O	0.32068
next_word.lower():komt	B-PER	0.320647
prev_word.lower():’	O	0.320578
word.prefix3:des	I-MISC	0.320576
word.lower():wilhelmus	B-MISC	0.320512
word.suffix3:oal	B-LOC	0.320231
word.suffix3:wam	O	0.319697
word.prefix3:Sno	O	0.319534
word.prefix3:Man	I-ORG	0.319511
word.lower():drinte	B-LOC	0.319379
word.suffix2:ge	I-PER	0.319377
word.suffix3:Dat	O	0.31935
word.lower():twaalf	B-MISC	0.319337
word.lower():smilde	B-LOC	0.318501
next_word.lower():kwiet	O	0.31849
word.prefix2:Is	B-LOC	0.318447
word.lower():mariao	I-MISC	0.31815
next_word.lower():sophiao	I-MISC	0.31815
prev_word.lower():annao	I-MISC	0.318039
next_word.lower():lait	B-PER	0.318037
word.prefix3:Ged	I-MISC	0.317868
word.prefix3:Lie	B-PER	0.317679
word.suffix3:nes	B-MISC	0.317478
prev_word.lower():naam	B-PER	0.317365
word.prefix2:25	B-MISC	0.317315
word.lower():oljoarsschets	B-MISC	0.317114
word.lower():zoo	O	0.316959
next_word.lower():joe	B-PER	0.316767
prev_word.lower():van	B-LOC	0.316744
next_word.lower():vlugt	B-PER	0.316509
next_word.lower():lacht	B-PER	0.315942
next_word.lower():pril	O	0.315841
word.prefix2:Tu	I-PER	0.31584
prev_word.lower():tiggeloar	B-PER	0.31572
word.prefix2:Vr	I-ORG	0.315619
word.prefix2:Le	B-PER	0.315521
word.lower():pinkhof	B-PER	0.314921
word.wordshape():X	I-LOC	0.314858
prev_word.lower():ver	B-LOC	0.314774
word.suffix3:alf	B-MISC	0.31405
next_word.lower():hom	O	0.314049
word.lower():poar	O	0.313587
word.prefix2:Ai	B-PER	0.313534
word.suffix3:ots	B-PER	0.313472
word.lower():h.	I-PER	0.313433
word.suffix3:H.	I-PER	0.313433
word.prefix3:H.	I-PER	0.313433
next_word.lower():wör	B-PER	0.313426
word.prefix3:Dro	O	0.31332
word.suffix3:Ten	I-PER	0.313085
word.prefix3:Ten	I-PER	0.313085
word.lower():overiesel	B-LOC	0.313053
word.suffix3:nge	I-LOC	0.31304
word.prefix3:Gao	O	0.312956
word.lower():ten	I-PER	0.312879
word.wordshape():Xxxxxxxxxxxxx	B-MISC	0.312847
next_word.lower():en	I-ORG	0.312844
word.prefix2:Wo	I-PER	0.312761
next_word.lower():dankboar	O	0.312753
word.prefix3:Wai	B-LOC	0.312674
word.prefix3:Poa	B-MISC	0.312143
word.lower():raopzaod	O	0.312136
next_word.lower():groninger	O	0.312031
word.lower():aoljaors	B-MISC	0.311899
word.lower():lemoens	O	0.311465
word.lower():stumper	O	0.311359
word.lower():maaier	B-PER	0.311064
word.lower():jais	B-PER	0.310549
next_word.lower():greep	B-PER	0.310376
word.suffix3:ide	B-MISC	0.310333
word.suffix3:oon	O	0.309935
prev_word.lower():wel	O	0.309779
word.lower():almelo	B-LOC	0.309312
word.suffix3:elo	B-LOC	0.309312
word.suffix2:lo	B-LOC	0.309312
word.lower():erkenden	O	0.309165
word.prefix3:Erk	O	0.309165
word.prefix2:Er	O	0.309165
prev_word.lower():curatoren	O	0.309165
prev_word.lower():et	O	0.309
word.prefix2:Ho	B-LOC	0.308901
word.lower():rietemoa's	B-MISC	0.308491
word.wordshape():Xxxxxxxx'x	B-MISC	0.308491
word.prefix2:Po	I-MISC	0.308315
word.lower():fabrikoat	I-MISC	0.30825
word.prefix3:Fab	I-MISC	0.30825
prev_word.lower():inlands	I-MISC	0.30825
word.suffix3:des	I-ORG	0.308039
word.lower():westfalen	B-LOC	0.307341
word.lower():mekkelnbörg	B-LOC	0.307307
word.prefix2:va	B-PER	0.307257
next_word.lower():rietuug	B-MISC	0.307211
prev_word.lower():tante	B-PER	0.306634
word.lower():labora	O	0.306615
word.prefix3:Lab	O	0.306615
prev_word.lower():t.	I-PER	0.306004
word.suffix3:ham	B-PER	0.305982
prev_word.lower():uit	B-LOC	0.305742
word.lower():excuus	O	0.305154
word.prefix3:Exc	O	0.305154
word.prefix2:Ex	O	0.305154
word.lower():jonker	I-PER	0.305136
word.suffix2:oo	I-LOC	0.304919
prev_word.lower():noorden	O	0.304884
word.suffix3:De	B-ORG	0.304873
word.suffix2:De	B-ORG	0.304873
word.prefix3:De	B-ORG	0.304873
word.suffix3:Van	I-PER	0.304598
word.prefix2:Au	B-ORG	0.304593
word.lower():d'r	O	0.30433
word.prefix2:Sl	B-MISC	0.304087
word.prefix3:Sch	I-PER	0.304045
word.prefix2:Sc	I-PER	0.304045
word.lower():mevrau	O	0.303859
next_word.lower():proatte	B-PER	0.303409
next_word.lower():goan	B-PER	0.302985
word.lower():amerikoa	I-LOC	0.302787
next_word.lower():soest	B-PER	0.302751
word.prefix2:zi	O	0.302602
prev_word.punct	B-ORG	0.302493
word.suffix2:il	B-LOC	0.301847
word.lower():jansen	B-PER	0.301777
word.suffix3:koa	I-LOC	0.301679
word.prefix3:Zun	O	0.301334
word.lower():typen	I-MISC	0.301262
word.prefix3:Typ	I-MISC	0.301262
word.prefix3:Hai	B-PER	0.301154
word.prefix3:Ame	I-LOC	0.301111
word.prefix2:in	I-PER	0.301026
word.suffix3:mus	B-MISC	0.300893
word.prefix2:Fa	I-MISC	0.300838
word.prefix3:Rod	O	0.300745
word.prefix2:Mi	O	0.300519
word.wordshape():Xxxxxxxxxxxxx	B-LOC	0.300377
prev_word.lower():hidde	I-PER	0.300213
next_word.lower():van	I-PER	0.30001
word.lower():zundagmörgens	B-MISC	0.299782
next_word.lower():oet	B-LOC	0.299718
word.lower():ja	O	0.299459
word.lower():grönnens	B-MISC	0.299451
word.lower():joawel	O	0.299363
word.lower():s.	B-PER	0.298826
word.suffix3:S.	B-PER	0.298826
word.suffix2:S.	B-PER	0.298826
word.prefix3:S.	B-PER	0.298826
word.prefix2:S.	B-PER	0.298826
next_word.lower():jensema	B-PER	0.298826
next_word.lower():zwier	B-MISC	0.298816
word.prefix2:Co	I-MISC	0.298751
word.prefix2:Ty	I-MISC	0.298531
word.suffix3:gen	B-LOC	0.29844
next_word.lower():meulenpad	B-LOC	0.298232
word.suffix3:der	B-PER	0.298033
next_word.lower():op	B-ORG	0.297823
word.lower():oostenriekers	B-MISC	0.297755
word.lower():anners	O	0.297583
word.prefix3:Bra	I-PER	0.297532
word.prefix3:Rie	B-PER	0.29719
word.suffix3:nen	B-MISC	0.2971
word.prefix3:Boo	O	0.296822
word.lower():russen	O	0.296674
next_word.lower():ien	B-MISC	0.2966
prev_word.lower():stientje	B-PER	0.296473
word.lower():oll'	B-MISC	0.296336
prev_word.lower():ons	O	0.296164
next_word.lower():wazzen	O	0.296156
word.prefix3:Ged	B-LOC	0.295711
word.lower():personeele	O	0.29522
word.suffix3:d'r	O	0.295064
word.lower():wees	O	0.294925
word.lower():janske	B-PER	0.294305
word.prefix3:Ges	B-PER	0.294095
word.prefix3:Mek	B-LOC	0.293453
word.prefix3:Gew	O	0.292972
word.suffix2:gt	B-LOC	0.292942
next_word.lower():meerten	B-PER	0.292899
word.prefix3:Zao	O	0.292676
word.prefix3:maa	I-MISC	0.292536
word.wordshape():xxxx'x	O	0.292019
word.prefix3:Slo	O	0.291884
word.lower():bennink	I-PER	0.291778
word.prefix2:Di	O	0.291743
word.prefix3:Smi	B-LOC	0.291279
word.prefix2:'s	O	0.291276
word.prefix2:to	O	0.291254
word.suffix2:'n	B-LOC	0.291238
prev_word.lower():net	O	0.290938
word.prefix2:Tw	B-PER	0.2908
word.prefix3:d'r	O	0.290441
next_word.lower():bere	I-PER	0.290422
word.suffix3:oek	B-LOC	0.290361
word.suffix3:den	O	0.290064
word.lower():staarke	O	0.290019
prev_word.lower():schoot	B-PER	0.289628
next_word.lower():er	O	0.288686
word.suffix3:rde	B-MISC	0.28864
word.suffix3:ele	B-LOC	0.288532
word.lower():kastaanjeboom	O	0.288232
word.prefix3:Die	B-LOC	0.287821
word.prefix2:Ho	B-MISC	0.287734
next_word.lower():lasten	O	0.287337
word.lower():'s	O	0.287071
word.suffix3:'s	O	0.287071
word.prefix3:'s	O	0.287071
word.prefix3:Gal	B-MISC	0.286932
word.suffix3:nze	B-PER	0.286136
word.lower():suisse	B-PER	0.286103
word.prefix3:Sui	B-PER	0.286103
word.prefix3:Ame	O	0.285895
word.suffix3:ait	B-PER	0.285873
word.wordshape():Xxxxxxxxxx	B-MISC	0.285819
word.lower():amen	O	0.285809
next_word.lower():zieden	B-LOC	0.285099
word.lower():en	I-LOC	0.284856
next_word.lower():g.	O	0.284679
word.lower():maai	I-MISC	0.283938
prev_word.lower():28	I-MISC	0.283938
word.lower():goa	O	0.283926
word.prefix2:st	I-MISC	0.283888
word.lower():peiter	B-PER	0.283535
word.prefix3:Pei	B-PER	0.283535
prev_word.lower():dochter	B-PER	0.283522
word.lower():sieske	B-PER	0.283519
next_word.lower():zit	B-PER	0.283248
word.prefix2:Do	I-LOC	0.28272
word.lower():idoa	B-PER	0.281815
word.prefix3:Ido	B-PER	0.281815
word.prefix2:Id	B-PER	0.281815
word.lower():lijnao	I-PER	0.281416
prev_word.lower():woar	O	0.281305
word.prefix2:Zö	O	0.281302
word.suffix3:tse	O	0.280756
next_word.lower():regaiert	I-LOC	0.280593
word.suffix3:aai	I-MISC	0.280562
word.suffix3:sse	B-PER	0.279618
next_word.lower():laag	B-LOC	0.279459
word.prefix2:Pe	I-LOC	0.279106
word.lower():nüszler	I-PER	0.278949
word.prefix3:Nüs	I-PER	0.278949
word.prefix2:Nü	I-PER	0.278949
word.prefix3:Aol	B-MISC	0.278758
prev_word.lower():dee	B-MISC	0.278693
word.prefix3:Zie	O	0.278662
next_word.punct	I-PER	0.278583
word.prefix2:Ro	B-LOC	0.278511
word.lower():valg	O	0.277943
word.prefix3:Val	O	0.277943
next_word.lower():veur	O	0.277881
word.istitle()	I-ORG	0.277233
word.suffix3:Bon	I-ORG	0.277134
prev_word.lower():au	I-ORG	0.277134
next_word.lower():marché	I-ORG	0.277134
word.lower():bon	I-ORG	0.277116
word.lower():krigt	O	0.276957
word.prefix3:Lij	I-PER	0.276886
word.prefix3:het	I-PER	0.276859
word.prefix3:Leg	B-PER	0.276491
word.lower():boordjes	O	0.276164
word.prefix3:Mee	I-PER	0.276143
word.prefix3:pro	O	0.276101
word.suffix2:tt	B-PER	0.276008
prev_word.lower():tieden	O	0.275892
prev_word.lower():lentemaond	B-MISC	0.27573
word.prefix3:Jon	I-PER	0.275648
word.suffix3:eer	B-LOC	0.275639
word.lower():afijn	O	0.275538
prev_word.lower():tobias	O	0.275414
word.suffix3:ler	I-PER	0.275329
word.lower():zudelwet	O	0.275282
word.lower():lenstra	I-PER	0.27516
prev_word.lower():abe	I-PER	0.27516
word.prefix2:Am	I-LOC	0.274893
word.prefix3:Afi	O	0.274847
word.prefix2:Af	O	0.274847
word.lower():volkslaid	I-MISC	0.274737
prev_word.lower():dikke	B-PER	0.274164
word.lower():lauwersee	B-LOC	0.274126
word.lower():omlanderwiek	B-LOC	0.273883
word.prefix3:Oml	B-LOC	0.273883
word.suffix3:ink	I-PER	0.273756
word.prefix3:Mar	I-MISC	0.273628
word.lower():januari	I-MISC	0.272977
word.suffix3:ari	I-MISC	0.272977
prev_word.lower():van	I-MISC	0.272935
word.lower():brokkenhoes	O	0.272811
word.prefix3:Bro	O	0.272811
word.suffix3:ijs	B-LOC	0.272588
word.suffix2:js	B-LOC	0.272588
word.lower():1922	I-MISC	0.272002
word.suffix3:922	I-MISC	0.272002
word.suffix2:22	I-MISC	0.272002
word.prefix3:192	I-MISC	0.272002
word.suffix3:ant	O	0.271727
word.prefix3:Mie	B-PER	0.2713
word.lower():hij	O	0.271152
prev_word.lower():20	I-MISC	0.270773
word.lower():tiedschrift	O	0.270698
word.prefix3:Roo	O	0.270469
word.lower():drinde	B-LOC	0.270178
next_word.lower():joargang	O	0.270077
prev_word.lower():faarmsom	O	0.269941
word.prefix2:Zo	O	0.269705
word.wordshape():XXXXX	I-MISC	0.269269
word.suffix2:ch	B-PER	0.269189
word.suffix2:at	B-LOC	0.26909
word.suffix2:of	B-PER	0.268389
next_word.lower():dijt	O	0.267612
prev_word.lower():tou	B-LOC	0.267507
prev_word.lower():plattdütsche	I-ORG	0.267389
next_word.lower():haoldt	I-ORG	0.267389
word.lower():verband	I-ORG	0.267342
prev_word.lower():,	B-ORG	0.26719
word.lower():zunnesteek	O	0.26671
word.lower():ander	O	0.266592
word.suffix3:IEP	I-PER	0.26657
word.suffix2:EP	I-PER	0.26657
word.prefix3:GRI	I-PER	0.26657
prev_word.lower():nikl.	I-PER	0.26657
word.wordshape():xxxxxxxxxxxxxx	B-MISC	0.266516
word.suffix3:ers	B-MISC	0.266502
word.suffix3:nne	I-PER	0.266301
word.suffix2:id	B-LOC	0.26589
word.prefix3:Van	I-PER	0.265799
word.lower():t.	B-PER	0.265557
word.suffix3:T.	B-PER	0.265557
word.suffix2:T.	B-PER	0.265557
word.prefix3:T.	B-PER	0.265557
word.prefix2:T.	B-PER	0.265557
next_word.lower():ouwerd	I-PER	0.265428
word.lower():doomnie	B-ORG	0.26536
word.lower():allgemeine	B-ORG	0.265253
next_word.lower():plattdütsche	B-ORG	0.265253
word.lower():teunt	B-PER	0.264668
word.prefix2:Bu	B-PER	0.264566
word.prefix3:Vis	O	0.264493
next_word.lower():kregen	O	0.26446
word.lower():griep	I-PER	0.264376
next_word.lower():haren	B-MISC	0.264293
word.prefix2:We	I-PER	0.264204
word.lower():raedschap	I-ORG	0.263952
word.prefix3:Rae	I-ORG	0.263952
prev_word.lower():kleine	I-ORG	0.263952
word.suffix3:aor	O	0.263872
prev_word.lower():veur	B-ORG	0.263768
word.prefix3:Mee	B-PER	0.263678
next_word.lower():1922	I-MISC	0.263644
next_word.lower():j.	B-PER	0.263618
word.suffix3:alm	O	0.26361
word.lower():oldenbörg	B-LOC	0.263554
next_word.lower():kaalm	B-PER	0.263378
word.lower():haarst	O	0.263375
word.prefix2:'n	B-MISC	0.263289
word.suffix2:uk	I-MISC	0.26317
word.lower():gelijck	O	0.261631
word.suffix3:jck	O	0.261631
word.suffix3:olt	O	0.26157
word.wordshape():Xxxxxxxx	B-LOC	0.261359
word.lower():steernkieker	O	0.261343
word.lower():hòllands	B-MISC	0.261229
word.suffix2:ng	O	0.261039
next_word.lower():as	B-MISC	0.261018
word.wordshape():XXXX	I-PER	0.260938
word.prefix2:Kl	B-ORG	0.260789
word.lower():grönneger	B-MISC	0.260585
word.lower():engelsche	B-MISC	0.259699
next_word.lower():zoltschepen	B-MISC	0.259641
next_word.lower():zegende	B-PER	0.259391
next_word.lower():gong	B-LOC	0.259224
prev_word.lower():ais	O	0.258874
word.suffix2:de	B-LOC	0.258872
word.lower():sprekend	O	0.258482
word.prefix3:Kra	B-PER	0.258439
word.suffix3:her	B-MISC	0.258398
word.istitle()	B-MISC	0.25809
word.suffix3:ust	O	0.258083
word.prefix3:Bat	B-MISC	0.258001
word.prefix2:WI	O	0.257872
word.suffix2:ri	I-MISC	0.257608
word.prefix3:Bon	I-ORG	0.25752
word.suffix2:ld	O	0.25739
word.suffix3:'t	B-LOC	0.256943
word.prefix3:'t	B-LOC	0.256943
word.suffix2:'t	B-LOC	0.256629
prev_word.lower():betaikent	O	0.256586
word.suffix3:nge	O	0.256537
word.prefix2:ve	O	0.256089
word.lower():meulenpad	I-LOC	0.255753
next_word.lower():,	I-ORG	0.2553
prev_word.lower():din	B-MISC	0.25523
prev_word.lower():lewe	I-PER	0.254923
prev_word.lower():en	I-LOC	0.254617
word.suffix3:ber	B-MISC	0.254484
next_word.lower():ais	B-MISC	0.254441
word.suffix3:len	O	0.254244
word.prefix3:Dao	O	0.254241
prev_word.lower():ain	O	0.253931
word.lower():bakker	B-PER	0.253775
word.lower():heere	B-PER	0.25331
word.suffix2:rd	I-PER	0.253208
prev_word.lower():stad	I-LOC	0.252886
word.prefix2:En	O	0.252646
word.lower():oavonds	O	0.252572
word.prefix3:Kik	O	0.252429
word.prefix3:Win	B-MISC	0.252359
word.prefix3:Loo	B-LOC	0.252293
next_word.lower():nou	B-MISC	0.252016
word.lower():aanderdoags	O	0.251891
prev_word.lower():moar	B-ORG	0.251603
next_word.lower():ging	O	0.251196
word.prefix2:Sm	B-LOC	0.251013
word.suffix3:nao	B-MISC	0.250924
word.suffix3:iek	I-PER	0.25092
word.prefix3:Hòl	B-MISC	0.250779
word.prefix2:Hò	B-MISC	0.250779
word.prefix3:Meu	I-LOC	0.250711
word.prefix3:Doo	B-ORG	0.250684
prev_word.lower():;	B-PER	0.250349
prev_word.lower():dait	O	0.25017
next_word.lower():belgen	O	0.250089
word.lower():recht	B-LOC	0.250066
word.lower():'t	B-LOC	0.249728
next_word.lower():veul	I-MISC	0.249727
word.lower():joager	O	0.24967
next_word.lower():bin	B-PER	0.249578
next_word.lower():'t	B-PER	0.249568
word.prefix2:kw	O	0.249531
word.lower():snaarboksen	O	0.249525
prev_word.lower():is	B-ORG	0.249483
prev_word.lower():eerder	O	0.248741
word.prefix3:Tro	O	0.24869
next_word.lower():doar	O	0.248338
word.prefix3:Sss	O	0.248258
word.prefix2:Ss	O	0.248258
word.suffix3:Het	O	0.248157
word.prefix3:Het	O	0.248157
word.wordshape():Xxxxxxx	I-PER	0.247991
word.lower():hommes	B-PER	0.247981
word.lower():nikl.	B-PER	0.24792
